,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
1466,Toyota Corolla Altis Diesel D4DJ,2006,1475000,40890,Petrol,Individual,Automatic,First Owner
1467,Honda City i DTEC VX,2017,100000,80000,Diesel,Individual,Manual,First Owner
1468,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2012,421000,60000,Diesel,Individual,Manual,First Owner
1469,Maruti Baleno Alpha 1.3,2008,300000,53000,Diesel,Individual,Manual,First Owner
1470,Mahindra Scorpio VLS 2.2 mHawk,2019,180000,195000,Diesel,Individual,Manual,First Owner
1471,Maruti Alto LX BSIII,2007,655000,41000,Diesel,Individual,Manual,First Owner
1472,BMW 5 Series 520d Luxury Line,2012,390000,100000,Petrol,Individual,Manual,First Owner
1473,Chevrolet Aveo 1.4 LS,2016,240000,9000,Diesel,Individual,Manual,First Owner
1474,BMW 7 Series 730Ld,2014,260000,50000,Diesel,Individual,Manual,First Owner
1475,Honda Brio S MT,2014,520000,74000,Petrol,Individual,Manual,First Owner
1476,Mahindra Bolero SLX,2012,130000,120000,Petrol,Individual,Manual,First Owner
1477,Honda City 1.5 V AT,2016,927999,65500,CNG,Dealer,Automatic,Second Owner
1478,Tata Nano LX,2017,120000,220000,Diesel,Dealer,Manual,First Owner
1479,Toyota Fortuner 4x2 AT,2012,60000,80000,Diesel,Individual,Manual,First Owner
1480,Maruti Wagon R LXI DUO BSIII,2015,160000,101,Petrol,Individual,Manual,Second Owner
1481,Hyundai i10 Magna 1.1L,2017,615000,97000,Diesel,Individual,Manual,First Owner
1482,Maruti Swift ZXI Plus,2012,99000,33000,Petrol,Individual,Manual,First Owner
1483,Tata New Safari DICOR 2.2 EX 4x2,2010,670000,90000,Petrol,Individual,Manual,First Owner
1484,Maruti Zen Estilo VXI BSIII,2015,710000,101,Diesel,Individual,Manual,First Owner
1485,Maruti Swift VDI Optional,2018,400000,44500,Petrol,Individual,Manual,First Owner
1486,Maruti Vitara Brezza LDi Option,2006,130000,35008,Diesel,Individual,Manual,First Owner
1487,Honda City i-DTEC SV,2014,100000,66521,Diesel,Individual,Manual,First Owner
1488,Renault Duster 85PS Diesel RxL Plus,2006,80000,45974,Petrol,Dealer,Manual,First Owner
1489,Tata Nano Cx BSIV,2012,93000,82000,Petrol,Individual,Manual,First Owner
1490,Mahindra Thar 4X4,2019,110000,190000,Diesel,Individual,Manual,First Owner
1491,Hyundai i10 Era,2013,60000,40000,Petrol,Individual,Manual,First Owner
1492,Ford Aspire Titanium Plus BSIV,2013,950000,140000,Petrol,Dealer,Manual,First Owner
1493,BMW 3 Series 320d Luxury Line,2010,695000,61083,Diesel,Individual,Automatic,Test Drive Car
1494,Ford Figo 1.5D Trend MT,2016,4400000,120000,Diesel,Individual,Manual,First Owner
1495,Mahindra XUV500 W6 2WD,2007,860000,86000,Diesel,Individual,Manual,First Owner
1496,Fiat Linea T Jet Emotion,2016,60000,60000,Petrol,Individual,Manual,First Owner
1497,Honda Amaze VX i-VTEC,2013,1800000,11240,Diesel,Individual,Manual,Third Owner
1498,Ford Figo Aspire 1.2 Ti-VCT Trend,2007,56000,10000,Diesel,Individual,Manual,First Owner
1499,Maruti Swift ZDi BSIV,2014,500000,60000,Diesel,Individual,Manual,First Owner
1500,Maruti Eeco CNG 5 Seater AC BSIV,2005,475000,72539,Petrol,Individual,Manual,Second Owner
1501,Renault KWID RXT Optional,2016,183000,98000,Petrol,Dealer,Manual,First Owner
1502,Maruti Ertiga ZDI,2019,540000,57000,Diesel,Individual,Manual,Fourth & Above Owner
1503,Hyundai Accent GLE 1,2016,250000,70000,Petrol,Individual,Manual,First Owner
1504,Hyundai EON Era Plus Option,2020,350000,107000,Diesel,Individual,Manual,First Owner
1505,Hyundai Grand i10 Magna,2010,150000,110000,Diesel,Individual,Manual,First Owner
1506,Toyota Fortuner 4x2 AT,2009,120000,30000,Diesel,Individual,Manual,Second Owner
1507,Maruti Wagon R LX BSIII,2007,310000,102000,Diesel,Individual,Manual,First Owner
1508,Jeep Compass 2.0 Longitude Option BSIV,2014,419000,14681,Petrol,Individual,Manual,Third Owner
1509,Mahindra Renault Logan 1.4 GLX Petrol,2017,260000,70000,Diesel,Individual,Manual,First Owner
1510,Hyundai i20 Asta (o),2020,515000,47564,Petrol,Dealer,Manual,First Owner
1511,Maruti Swift Dzire LDI,2004,1650000,40000,Petrol,Individual,Manual,First Owner
1512,Ford Figo 1.5D Titanium MT,2015,100000,29600,Petrol,Individual,Manual,First Owner
1513,Ford Fiesta 1.4 ZXi TDCi ABS,2007,2600000,150000,Diesel,Individual,Manual,First Owner
1514,Tata Indica Vista Aqua TDI BSIII,2007,894999,58500,Petrol,Individual,Manual,First Owner
1515,Mahindra Scorpio VLS AT 2.2 mHAWK,2017,936999,47253,Diesel,Dealer,Manual,Second Owner
1516,Volkswagen Polo Diesel Highline 1.2L,2012,204999,59258,Diesel,Individual,Manual,Test Drive Car
1517,Mahindra Quanto C6,2011,600000,50000,Petrol,Individual,Automatic,Second Owner
1518,Maruti Swift 1.3 VXi,2017,229999,80000,Diesel,Individual,Manual,First Owner
1519,Audi Q3 2.0 TDI Quattro Premium Plus,2007,310000,110000,Diesel,Individual,Manual,Second Owner
1520,Chevrolet Beat LS,2017,60000,40000,Diesel,Dealer,Manual,Second Owner
1521,Ford Ecosport 1.5 Petrol Titanium Plus AT,2012,164000,73756,Petrol,Individual,Manual,First Owner
1522,Maruti Celerio VDi,2006,120000,30000,Petrol,Dealer,Manual,First Owner
1523,Hyundai EON D Lite Plus,2017,650000,42000,Diesel,Individual,Manual,First Owner
1524,Hyundai Xcent 1.2 Kappa SX,2007,795000,80000,Diesel,Individual,Manual,First Owner
1525,Chevrolet Cruze LTZ,2006,515000,110000,Petrol,Dealer,Manual,First Owner
1526,Tata Indica Vista Terra 1.4 TDI,2006,784000,86000,Petrol,Individual,Automatic,Fourth & Above Owner
1527,Hyundai Santro Xing XG eRLX Euro III,2010,135000,97000,Diesel,Individual,Manual,First Owner
1528,Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,2007,450000,46000,Petrol,Trustmark Dealer,Manual,First Owner
1529,Maruti Swift Dzire VDI,2015,60000,40000,Diesel,Individual,Manual,First Owner
1530,Maruti Swift VXI BSIV,2018,355000,44000,Diesel,Dealer,Manual,First Owner
1531,Mahindra Renault Logan 1.6 Petrol GLSX,2006,670000,127643,Diesel,Trustmark Dealer,Manual,Third Owner
1532,Audi Q5 2.0 TFSI Quattro Premium Plus,2017,324000,162000,LPG,Dealer,Manual,Second Owner
1533,Mahindra Jeep CL 500 MDI,2017,1300000,110000,Petrol,Individual,Manual,First Owner
1534,Hyundai Getz 1.3 GVS,2017,254999,35000,Petrol,Individual,Manual,First Owner
1535,Hyundai Santro Xing GLS,2011,940000,54000,Petrol,Individual,Manual,First Owner
1536,Hyundai Santro Xing XG AT,2005,350000,25000,Petrol,Individual,Manual,Fourth & Above Owner
1537,Honda Jazz VX,2005,850000,60000,Diesel,Dealer,Manual,First Owner
1538,Maruti Alto 800 LXI,2010,350000,31000,Diesel,Individual,Manual,First Owner
1539,Toyota Innova 2.5 GX (Diesel) 7 Seater,2017,100000,64672,Diesel,Individual,Manual,First Owner
1540,Toyota Innova 2.5 G1 BSIV,2018,595000,120000,Petrol,Individual,Automatic,First Owner
1541,Maruti SX4 VDI,2015,300000,9000,Diesel,Individual,Manual,First Owner
1542,Chevrolet Aveo 1.4 CNG,2017,92800,54634,LPG,Trustmark Dealer,Manual,Second Owner
1543,Tata Nano Lx BSIV,2014,195000,65000,Petrol,Dealer,Manual,First Owner
1544,Maruti Swift Vdi BSIII,2007,450000,60000,Petrol,Individual,Manual,Second Owner
1545,Tata Indica Vista Terra 1.4 TDI,2013,670000,28245,Petrol,Dealer,Manual,Second Owner
1546,Audi A4 3.0 TDI Quattro,2010,550000,40000,Diesel,Individual,Manual,First Owner
1547,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,70000,80000,Diesel,Individual,Manual,First Owner
1548,Maruti Alto K10 VXI AGS,2017,80000,70000,Diesel,Individual,Manual,First Owner
1549,Tata Indica Vista TDI LS,2017,650000,80000,Petrol,Individual,Manual,First Owner
1550,Maruti Swift Dzire VDI,2010,330000,40000,Diesel,Individual,Manual,First Owner
1551,Maruti Omni LPG CARGO BSIII W IMMOBILISER,2017,204999,5000,Petrol,Individual,Manual,First Owner
1552,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2012,600000,50000,Petrol,Individual,Manual,First Owner
1553,Hyundai Creta 1.6 CRDi SX Plus,2017,300000,63000,Diesel,Individual,Automatic,First Owner
1554,Mahindra Quanto C4,2012,900000,55340,Petrol,Dealer,Manual,First Owner
1555,Hyundai Verna SX CRDi AT,2014,625000,30000,Diesel,Individual,Manual,Second Owner
1556,Chevrolet Spark 1.0 LT,2006,229999,30000,Petrol,Dealer,Automatic,First Owner
1557,Tata Indica Vista TDI LS,2012,300000,66521,Diesel,Individual,Manual,First Owner
1558,Tata New Safari 4X4,2020,291000,145000,Petrol,Individual,Manual,Second Owner
1559,Maruti SX4 Zxi BSIII,2018,100000,62000,Petrol,Individual,Manual,First Owner
1560,Toyota Fortuner 3.0 Diesel,2017,50000,60000,Diesel,Individual,Manual,First Owner
1561,Maruti Ritz VDi,2017,260000,110000,Diesel,Dealer,Manual,First Owner
1562,Mahindra XUV500 AT W10 FWD,2015,685000,40000,Diesel,Individual,Manual,First Owner
1563,Toyota Innova 2.5 V Diesel 7-seater,2017,120000,90000,Petrol,Individual,Manual,First Owner
1564,Mercedes-Benz E-Class E250 CDI Elegance,2015,220000,75000,Petrol,Trustmark Dealer,Manual,Third Owner
1565,Honda Amaze S i-VTEC,2017,350000,23974,Diesel,Individual,Manual,First Owner
1566,Hyundai Getz 1.3 GLS,2007,125000,15000,Diesel,Individual,Manual,First Owner
1567,Hyundai Elite i20 Asta Option CVT BSIV,2015,475000,120000,Diesel,Individual,Automatic,First Owner
1568,Maruti Omni LPG CARGO BSIII W IMMOBILISER,2016,1050000,76000,Diesel,Individual,Manual,Second Owner
1569,Mahindra Xylo H8 ABS with Airbags,2006,2400000,56541,CNG,Individual,Manual,Second Owner
1570,Maruti Wagon R LX,2008,724000,30000,Diesel,Individual,Manual,First Owner
1571,Maruti Omni 5 Str STD LPG,2017,450000,75000,Petrol,Individual,Manual,Third Owner
1572,Tata Indica Vista Quadrajet LS,2017,1150000,30000,Diesel,Individual,Manual,First Owner
1573,Hyundai Verna CRDi 1.6 SX Option,2019,760000,17563,Petrol,Trustmark Dealer,Automatic,Second Owner
1574,Hyundai Verna SX CRDi AT,2018,400000,57000,Petrol,Individual,Automatic,First Owner
1575,Toyota Innova 2.5 V Diesel 8-seater,2018,400000,110000,Petrol,Dealer,Manual,First Owner
1576,Mahindra Verito 1.5 D4 BSIV,2011,969999,60000,Petrol,Individual,Manual,First Owner
1577,Hyundai i20 Active S Petrol,2014,60000,30000,Diesel,Individual,Manual,Second Owner
1578,Mahindra Scorpio 2.6 CRDe,2015,120000,26500,Diesel,Individual,Manual,First Owner
1579,Hyundai Grand i10 CRDi Sportz,2016,60000,35000,Diesel,Individual,Manual,First Owner
1580,Mahindra Scorpio EX,2019,325000,45454,Diesel,Dealer,Manual,First Owner
1581,Tata Sumo Victa CX 7/9 Str BSII,2016,287000,65000,Diesel,Individual,Manual,First Owner
1582,Chevrolet Beat Diesel,2011,178000,1100,CNG,Individual,Automatic,First Owner
1583,Maruti Ertiga SHVS VDI,2012,204999,90000,Petrol,Individual,Manual,First Owner
1584,Maruti Alto 800 LXI,2007,180000,110000,Petrol,Dealer,Manual,First Owner
1585,Maruti Alto LXi,2015,450000,70000,Diesel,Individual,Manual,First Owner
1586,Ford Ikon 1.3 Flair,2017,125000,7104,Diesel,Individual,Manual,First Owner
1587,Chevrolet Beat LT,2017,80000,60000,Diesel,Individual,Manual,First Owner
1588,Hyundai Accent CRDi,2007,450000,145000,Diesel,Dealer,Manual,First Owner
1589,Toyota Fortuner 4x2 AT,2012,850000,3000,Petrol,Individual,Manual,First Owner
1590,Hyundai Santro Xing XG,2019,75000,35000,Petrol,Individual,Manual,First Owner
1591,Honda Mobilio V i DTEC,2013,400000,1010,Diesel,Individual,Manual,First Owner
1592,Honda Amaze VX i-VTEC,2009,175000,70000,Petrol,Individual,Manual,First Owner
1593,Mahindra Xylo D4,2013,450000,90000,Diesel,Individual,Manual,First Owner
1594,Toyota Etios GD,2007,210000,45000,Diesel,Individual,Manual,Second Owner
1595,Maruti SX4 S Cross DDiS 320 Delta,2017,650000,30000,Diesel,Individual,Manual,First Owner
1596,Mahindra XUV500 W7 BSIV,2009,850000,135000,Petrol,Individual,Manual,Second Owner
1597,Tata Manza ELAN Quadrajet BS IV,2018,639000,150000,Petrol,Dealer,Manual,Fourth & Above Owner
1598,Toyota Corolla Altis G,2009,240000,65000,Diesel,Individual,Manual,First Owner
1599,Maruti Alto K10 2010-2014 VXI,2012,85000,110000,Petrol,Individual,Manual,Second Owner
1600,Maruti 800 AC,2014,35000,190621,Petrol,Individual,Automatic,Third Owner
1601,Ford Figo Diesel ZXI,2016,1900000,120000,Petrol,Individual,Manual,Second Owner
1602,Hyundai Verna 1.6 SX,2018,120000,180000,Petrol,Individual,Manual,Third Owner
1603,Tata Indigo CS Emax CNG GLX,2016,88000,110000,Petrol,Individual,Manual,First Owner
1604,Maruti Ertiga VXI,2009,240000,1001,Diesel,Individual,Manual,First Owner
1605,Maruti Eeco CNG 5 Seater AC BSIV,2017,850000,100000,Diesel,Individual,Manual,First Owner
1606,Hyundai Grand i10 AT Asta,2012,130000,138000,Diesel,Dealer,Manual,First Owner
1607,Hyundai Verna 1.6 CRDI SX Option,2019,4500000,110000,Diesel,Individual,Automatic,First Owner
1608,Maruti Swift Dzire 1.2 Vxi BSIV,2011,60000,3000,Diesel,Individual,Manual,First Owner
1609,Mahindra KUV 100 mFALCON G80 K8 5str,2017,350000,41988,Diesel,Dealer,Manual,Second Owner
1610,Skoda Superb Elegance 2.0 TDI CR AT,2016,60000,35000,Petrol,Individual,Manual,First Owner
1611,Hyundai Verna i (Petrol),2007,250000,60000,Petrol,Individual,Manual,Third Owner
1612,Mahindra XUV500 AT W10 FWD,2006,600000,25000,Diesel,Individual,Manual,First Owner
1613,Hyundai Verna SX CRDi AT,2007,115999,35000,Diesel,Dealer,Manual,First Owner
1614,Mahindra Scorpio EX,2007,400000,110000,Petrol,Individual,Manual,First Owner
1615,Hyundai i10 Magna 1.1L,2015,1030000,79641,Diesel,Individual,Manual,Test Drive Car
1616,Renault Duster 85PS Diesel RxL Plus,2015,3899000,10510,Petrol,Individual,Automatic,First Owner
1617,Ford Ikon 1.3 Flair,2007,345000,39415,Diesel,Individual,Manual,First Owner
1618,Maruti Wagon R VXI BS IV with ABS,2012,535000,5000,Petrol,Dealer,Manual,Second Owner
1619,Volkswagen Ameo 1.5 TDI Comfortline,2017,699000,64916,Diesel,Individual,Manual,First Owner
1620,Maruti 800 AC BSIII,2007,250000,23000,Diesel,Individual,Automatic,First Owner
1621,Skoda Rapid 1.5 TDI Ambition BSIV,2007,370000,10000,Petrol,Individual,Manual,Second Owner
1622,Toyota Fortuner 3.0 Diesel,2012,290000,12997,Diesel,Individual,Manual,First Owner
1623,Hyundai Grand i10 Magna AT,2012,50000,120000,Diesel,Individual,Manual,First Owner
1624,Mahindra XUV500 W11 Option AWD,2019,440000,70000,Diesel,Individual,Manual,First Owner
1625,Honda City 1.5 V MT,2014,135000,58182,CNG,Individual,Manual,First Owner
1626,Maruti Wagon R LXI BS IV,2012,60000,35000,Diesel,Individual,Manual,First Owner
1627,Tata New Safari DICOR 2.2 EX 4x2,2014,75000,120000,Diesel,Individual,Manual,First Owner
1628,Renault Duster 85PS Diesel RxL Plus,2013,380000,80251,Diesel,Individual,Manual,First Owner
1629,Tata Indigo CR4,2017,520000,9000,Diesel,Dealer,Manual,First Owner
1630,Maruti Alto K10 VXI AGS,2013,2600000,9000,Diesel,Individual,Manual,First Owner
1631,Honda BR-V i-DTEC VX MT,2010,480000,200000,Petrol,Individual,Manual,Third Owner
1632,Chevrolet Beat LT Option,2007,520000,120000,Petrol,Individual,Manual,First Owner
1633,Honda WR-V i-DTEC VX,2018,450000,27000,Diesel,Dealer,Manual,First Owner
1634,Toyota Innova Crysta 2.4 GX AT,2013,120000,100000,Diesel,Individual,Manual,First Owner
1635,Nissan Micra Diesel XV,2013,80000,70000,Petrol,Individual,Manual,First Owner
1636,Hyundai i20 1.2 Magna Executive,2007,125000,13000,Petrol,Individual,Manual,First Owner
1637,Honda City 1.5 EXI,2006,715000,101000,Petrol,Individual,Manual,Second Owner
1638,Mahindra Scorpio S10 7 Seater,2017,220000,10000,Diesel,Dealer,Manual,First Owner
1639,Tata Indigo GLS,2007,910000,40219,Diesel,Individual,Manual,Second Owner
1640,BMW 3 Series 320d Luxury Line,2017,850000,66521,Diesel,Individual,Manual,First Owner
1641,Honda Amaze VX O iDTEC,2017,2000000,47162,Petrol,Individual,Manual,First Owner
1642,Hyundai Creta 1.4 CRDi Base,2016,85000,150000,Diesel,Individual,Manual,First Owner
1643,Maruti S-Cross Alpha DDiS 200 SH,2012,88000,110000,Petrol,Individual,Manual,Second Owner
1644,Hyundai Grand i10 1.2 Kappa Sportz Option,2017,449000,13599,Petrol,Dealer,Manual,First Owner
1645,Toyota Camry M/t,2019,170000,7104,Diesel,Individual,Manual,First Owner
1646,Maruti Ertiga SHVS ZDI Plus,2017,310000,30000,Diesel,Individual,Automatic,First Owner
1647,Maruti Wagon R Duo Lxi,2018,635000,30375,Petrol,Individual,Manual,First Owner
1648,Maruti Omni E MPI STD BS IV,2007,60000,90000,Petrol,Individual,Manual,First Owner
1649,Honda City 1.3 EXI,2015,350000,7104,Diesel,Dealer,Manual,First Owner
1650,Skoda Superb 1.8 TFSI MT,2017,2550000,126000,Diesel,Individual,Manual,First Owner
1651,Nissan Sunny Diesel XL,2020,3899000,95000,Diesel,Dealer,Automatic,Third Owner
1652,Maruti Celerio VXI AT,2005,145000,30000,Diesel,Individual,Manual,First Owner
1653,Hyundai Creta 1.6 CRDi SX Plus,2012,100000,109000,Petrol,Individual,Manual,First Owner
1654,Nissan Micra Diesel XV Premium,2007,90000,40000,Diesel,Individual,Manual,Second Owner
1655,Maruti Swift Vdi BSIII,2012,60000,110000,Diesel,Individual,Manual,First Owner
1656,Maruti Wagon R LXI Minor,2010,210000,15000,Petrol,Individual,Manual,Second Owner
1657,Maruti Wagon R LXI Minor,2017,200000,80000,Petrol,Dealer,Manual,First Owner
1658,Maruti Swift VDI Optional,2007,80000,50000,Petrol,Dealer,Manual,First Owner
1659,BMW X5 xDrive 30d xLine,2010,525000,80000,Diesel,Individual,Manual,First Owner
1660,Hyundai EON LPG Magna Plus,2014,85000,11918,Diesel,Individual,Manual,Second Owner
1661,Hyundai i20 Active 1.2 S,2019,782000,13000,Diesel,Individual,Manual,Fourth & Above Owner
1662,Maruti SX4 ZXI MT BSIV,2012,420000,120000,Petrol,Individual,Manual,First Owner
1663,Toyota Fortuner 4x2 AT,2011,60000,120000,Petrol,Individual,Manual,First Owner
1664,Hyundai Santro Xing XG AT,2018,2595000,20118,Diesel,Individual,Automatic,First Owner
1665,Hyundai Verna SX AT Diesel,2007,210000,90000,Petrol,Individual,Manual,Second Owner
1666,Mahindra Scorpio VLS AT 2.2 mHAWK,2010,140000,40000,Petrol,Individual,Manual,First Owner
1667,Honda City i DTEC VX,2015,4500000,40000,Petrol,Dealer,Manual,First Owner
1668,Skoda Octavia Elegance 2.0 TDI AT,2007,624000,26000,Petrol,Individual,Manual,First Owner
1669,Hyundai i20 1.4 Asta Option,2017,229999,88000,Diesel,Individual,Manual,First Owner
1670,Toyota Fortuner 2.8 2WD AT BSIV,2016,515000,130000,Diesel,Dealer,Manual,First Owner
1671,Chevrolet Sail Hatchback LS ABS,2012,195000,62000,Diesel,Individual,Manual,First Owner
1672,BMW 3 Series 320d Luxury Line,2017,180000,110000,Diesel,Individual,Manual,First Owner
1673,Honda Mobilio S i DTEC,2006,750000,60000,Diesel,Individual,Manual,First Owner
1674,Maruti Ciaz 1.4 AT Zeta,2017,359000,110000,Petrol,Individual,Manual,First Owner
1675,Renault Fluence 1.5,2011,250000,9000,Petrol,Individual,Manual,First Owner
1676,Maruti Wagon R LXI BSIII,2019,250999,1452,Petrol,Trustmark Dealer,Manual,Third Owner
1677,Maruti Wagon R VXI BSIII,2010,450000,30000,Diesel,Individual,Manual,First Owner
1678,Hyundai Xcent 1.2 Kappa SX,2007,40000,5000,Diesel,Individual,Manual,First Owner
1679,Skoda Laura L n K 1.9 PD,2017,455000,45000,Diesel,Individual,Manual,First Owner
1680,Honda Jazz 1.5 VX i DTEC,2011,60000,110000,CNG,Individual,Manual,First Owner
1681,Honda City i DTEC S,2010,655000,560000,Petrol,Trustmark Dealer,Manual,First Owner
1682,Hyundai Grand i10 1.2 CRDi Magna,2014,240000,53772,Petrol,Individual,Manual,Second Owner
1683,Maruti 800 Std,2012,60000,30000,Diesel,Individual,Manual,Second Owner
1684,Hyundai i10 Magna 1.1L,2017,1200000,170000,Petrol,Trustmark Dealer,Manual,Second Owner
1685,Hyundai i10 Magna,2008,350000,14000,Diesel,Individual,Manual,First Owner
1686,Mercedes-Benz C-Class Progressive C 220d,2018,260000,70000,Petrol,Individual,Manual,Second Owner
1687,Chevrolet Beat Diesel LT,2018,550000,80000,Diesel,Individual,Manual,First Owner
1688,Volkswagen Vento Diesel Highline,2004,4000000,175900,Diesel,Dealer,Automatic,Third Owner
1689,Hyundai i20 1.4 CRDi Sportz,2005,160000,125531,Diesel,Dealer,Manual,First Owner
1690,Chevrolet Cruze LTZ,2017,434999,110000,Petrol,Individual,Manual,First Owner
1691,Hyundai Grand i10 Sportz,2012,130000,70000,Petrol,Individual,Manual,First Owner
1692,Ford Figo Aspire 1.2 Ti-VCT Trend,2006,75000,62000,Petrol,Dealer,Manual,First Owner
1693,Chevrolet Cruze LTZ,2018,75000,90658,Diesel,Individual,Manual,Third Owner
1694,Hyundai EON D Lite,2007,799000,100000,Petrol,Dealer,Manual,First Owner
1695,Hyundai Santro Xing GL,2019,1975000,27483,Petrol,Individual,Automatic,First Owner
1696,Audi Q5 3.0 TDI Quattro Technology,2007,650000,40000,Petrol,Individual,Manual,Second Owner
1697,Maruti Alto 800 LXI Airbag,2019,250000,60000,Petrol,Individual,Manual,First Owner
1698,Hyundai Verna CRDi,2016,60000,6000,Petrol,Individual,Manual,Second Owner
1699,Renault Captur 1.5 Diesel RXT,2019,350000,100000,Petrol,Individual,Manual,First Owner
1700,Maruti Wagon R VXI Minor,2007,300000,50000,Diesel,Individual,Manual,First Owner
1701,Hyundai i20 1.2 Sportz,2007,199000,40000,Petrol,Individual,Manual,First Owner
1702,Maruti Ertiga VDI,2019,525000,1010,Diesel,Individual,Manual,First Owner
1703,Hyundai i20 1.2 Spotz,2010,2675000,66508,CNG,Dealer,Manual,First Owner
1704,Maruti Ertiga VXI,2010,95000,60000,Diesel,Individual,Manual,First Owner
1705,Tata Indica Vista Aqua 1.4 TDI,2007,465000,100000,Diesel,Individual,Manual,First Owner
1706,Maruti Eeco 5 Seater AC BSIV,2013,1300000,40000,Petrol,Individual,Manual,First Owner
1707,Maruti Ertiga SHVS VDI,2007,516000,46507,Diesel,Individual,Manual,First Owner
1708,Mahindra Bolero SLX 2WD,2019,1485000,49000,Petrol,Dealer,Manual,Third Owner
1709,Hyundai Creta 1.6 CRDi AT SX Plus,2014,350000,60000,Diesel,Individual,Manual,First Owner
1710,Maruti Alto VXi,2006,1200000,41988,Diesel,Dealer,Manual,Third Owner
1711,Maruti Wagon R LXI BSIII,2018,78000,70000,Petrol,Trustmark Dealer,Manual,Second Owner
1712,Honda WR-V i-VTEC VX,2019,940000,30000,Diesel,Individual,Manual,First Owner
1713,Maruti Ciaz VDi Option SHVS,2014,260000,100000,Diesel,Individual,Manual,First Owner
1714,Honda Brio S MT,2010,200999,60000,Diesel,Individual,Manual,First Owner
1715,Hyundai Verna 1.6 CRDi SX,2010,100000,110000,Diesel,Individual,Manual,First Owner
1716,Hyundai Verna CRDi SX,2014,450000,6480,Petrol,Individual,Manual,First Owner
1717,Maruti Baleno Alpha,2017,60000,60000,Petrol,Individual,Manual,First Owner
1718,Hyundai i20 1.2 Magna Executive,2017,450000,80000,Petrol,Individual,Manual,Second Owner
1719,Maruti Alto 800 LXI,2014,1400000,36000,Diesel,Dealer,Automatic,First Owner
1720,Mahindra Scorpio LX,2009,60000,70000,Petrol,Individual,Manual,First Owner
1721,Nissan Terrano XL P,2014,110000,90000,Petrol,Dealer,Manual,First Owner
1722,Skoda Superb 1.8 TFSI MT,2017,365000,30000,Diesel,Individual,Manual,First Owner
1723,Ford Figo Diesel LXI,2014,60000,70000,Petrol,Individual,Manual,Second Owner
1724,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2017,250000,126000,Diesel,Individual,Manual,First Owner
1725,Mercedes-Benz C-Class Progressive C 220d,2009,2600000,5000,CNG,Dealer,Manual,Second Owner
1726,Maruti Eeco Smiles 5 Seater AC,2010,100000,110000,Petrol,Individual,Manual,First Owner
1727,Hyundai i10 Magna,2015,60000,35000,Diesel,Individual,Manual,First Owner
1728,Hyundai Verna 1.6 VTVT SX,2017,60000,70000,Diesel,Individual,Manual,First Owner
1729,Maruti SX4 ZXI AT,2009,324000,11000,Petrol,Dealer,Manual,First Owner
1730,Renault KWID RXL,2017,200000,31000,Diesel,Individual,Manual,First Owner
1731,Toyota Innova 2.5 V Diesel 7-seater,2009,198000,76259,Diesel,Dealer,Manual,Third Owner
1732,Mahindra Jeep CJ 500 DI,2010,300000,60000,Diesel,Trustmark Dealer,Manual,First Owner
1733,Mahindra Bolero DI DX 7 Seater,2011,590000,75000,Petrol,Individual,Automatic,Second Owner
1734,Honda Mobilio V i DTEC,2003,815000,108731,Diesel,Individual,Manual,First Owner
1735,Hyundai Accent Executive,2016,250000,7104,Petrol,Individual,Manual,Second Owner
1736,Tata Manza Aqua Quadrajet BS IV,2019,250000,116000,Petrol,Individual,Manual,Second Owner
1737,Mahindra Scorpio LX,2005,3100000,1500,Diesel,Dealer,Manual,First Owner
1738,Hyundai i20 Sportz 1.2,2011,80000,110000,Petrol,Individual,Manual,First Owner
1739,Chevrolet Tavera Neo 2 LS B4 7 Str BSIII,2013,73000,300000,Petrol,Individual,Manual,First Owner
1740,Maruti Zen Estilo LXI BS IV,2018,1975000,22038,Diesel,Individual,Manual,Second Owner
1741,Volkswagen Jetta 2.0L TDI Highline AT,2014,890000,27005,Diesel,Individual,Manual,First Owner
1742,Maruti Ertiga VDI,2015,1650000,150000,Diesel,Individual,Manual,First Owner
1743,Maruti Wagon R VXI BS IV,2010,425000,35000,Petrol,Dealer,Manual,First Owner
1744,Mahindra KUV 100 mFALCON G80 K8 5str,2014,165000,76000,Diesel,Dealer,Manual,First Owner
1745,Hyundai Xcent 1.2 VTVT E Plus,2013,3899000,11700,Diesel,Individual,Manual,Third Owner
1746,Mahindra Bolero 2011-2019 SLX,2018,525000,66000,Diesel,Individual,Manual,First Owner
1747,Maruti Wagon R VXI BS IV,2013,325000,41000,Diesel,Individual,Manual,First Owner
1748,Honda BR-V i-VTEC VX MT,2013,43000,90000,Petrol,Individual,Manual,First Owner
1749,Toyota Innova 2.5 GX 8 STR BSIV,2007,409999,58500,Petrol,Individual,Manual,First Owner
1750,Tata Tigor 1.2 Revotron XZ Option,2012,940000,40000,Diesel,Individual,Manual,First Owner
1751,Honda Jazz V,2009,450000,79991,Diesel,Individual,Manual,Third Owner
1752,Hyundai Verna 1.6 SX VTVT (O),2006,60000,80000,Diesel,Individual,Manual,First Owner
